Item///Floor///ELC///Zone Name///CWW Provided Digital Floor Plan Location
1///Ground Floor///2///2.1///Main Room
2///Ground Floor///2///2.2///Main Room
3///Ground Floor///2///2.3///Main Room
4///Ground Floor///2///2.4///Main Room
